"codigo";"denominacion_generica_es";"denominacion_generica_val";"denominacion_especifica";"denominacion";"regimen";"tipo_via";"direccion";"numero";"codigo_postal";"localidad";"provincia";"telefono";"fax";cod_edificacion;longitud;latitud;"titular";"cif";"comarca";"url_es";"url_va";fe_constitucion
"46016245";"CENTRO DE EDUCACIÓN ESPECIAL";"CENTRE D'EDUCACIÓ ESPECIAL";"CEE PÚB. PROFESOR SEBASTIÁN BURGOS";"CEE PÚB. PROFESOR SEBASTIÁN BURGOS";"PÚB.";"CARRER";"ALQUERÍA DE BENIMASSOT";"17";"46017";"VALÈNCIA";"VALENCIA/VALÈNCIA";"961207005";;1;-0.387492;39.439623;"GENERALITAT VALENCIANA";"Q9655078E";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016245";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016245";
"46016312";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES ENRIC SOLER I GODES";"IES ENRIC SOLER I GODES";"PÚB.";"PARTIDA";"SISENA";"S/N";"46450";"BENIFAIÓ";"VALENCIA/VALÈNCIA";"961719085";;1;-0.42425;39.292445;"GENERALITAT VALENCIANA";"Q9655417E";"LA RIBERA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016312";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016312";
"46016361";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES LA MORERIA";"IES LA MORERIA";"PÚB.";"PLAÇA";"PAÍS VALENCIÀ";"1";"46920";"MISLATA";"VALENCIA/VALÈNCIA";"961206070";;1;-0.422463;39.478291;"GENERALITAT VALENCIANA";"Q9655675H";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016361";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016361";
"46016385";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES LA VALLDIGNA";"IES LA VALLDIGNA";"PÚB.";"CARRER";"SANT BENET";"249";"46760";"TAVERNES DE LA VALLDIGNA";"VALENCIA/VALÈNCIA";"962829445";;1;-0.277314;39.070167;"GENERALITAT VALENCIANA";"Q9655342E";"LA SAFOR";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016385";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016385";
"46016397";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES LA MARXADELLA";"IES LA MARXADELLA";"PÚB.";"CARRER";"PADRE MÉNDEZ";"151";"46900";"TORRENT";"VALENCIA/VALÈNCIA";"961206140";;1;-0.476793;39.427311;"GENERALITAT VALENCIANA";"Q9655356E";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016397";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016397";
"46016403";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP RAFAEL ALTAMIRA";"CEIP RAFAEL ALTAMIRA";"PÚB.";"CARRER";"QUART DE LES VALLS";"2";"46014";"VALÈNCIA";"VALENCIA/VALÈNCIA";"962564120";;1;-0.413479;39.467607;"GENERALITAT VALENCIANA";"Q9655545C";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016403";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016403";
"46016439";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT NUESTRA SEÑORA DEL ROSARIO";"CENTRE PRIVAT NUESTRA SEÑORA DEL ROSARIO";"PRIV. CONC.";"CARRER";"SILLA";"5";"46980";"PATERNA";"VALENCIA/VALÈNCIA";"963632163";"963634363";1;-0.437372;39.525929;"FUNDACIÓN EDUCATIVA FRANCISCO COLL";"G85311033";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016439";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016439";
"46016440";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES GONZALO ANAYA";"IES GONZALO ANAYA";"PÚB.";"CARRER";"LES PALMERES POL.IND.VIRGEN DE LA SALUD";"1";"46950";"XIRIVELLA";"VALENCIA/VALÈNCIA";"961206075";;1;-0.434754;39.46155;"GENERALITAT VALENCIANA";"Q9655479E";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016440";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016440";
"46016452";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP PROFESOR BARTOLOMÉ COSSIO";"CEIP PROFESOR BARTOLOMÉ COSSIO";"PÚB.";"CARRER";"REIG GENOVÉS";"29";"46019";"VALÈNCIA";"VALENCIA/VALÈNCIA";"962566310";;1;-0.373278;39.492583;"GENERALITAT VALENCIANA";"Q9655043I";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016452";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016452";
"46016488";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP BATALLAR";"CEIP BATALLAR";"PÚB.";"CARRER";"JOAN MARTORELL";"S/N";"46250";"ALCÚDIA (L')";"VALENCIA/VALÈNCIA";"962980095";;1;-0.508375;39.198825;"GENERALITAT VALENCIANA";"Q9655657F";"LA RIBERA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016488";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016488";
"46016491";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP HERETATS";"CEIP HERETATS";"PÚB.";"CARRER";"MAESTRO SERRANO";"S/N";"46250";"ALCÚDIA (L')";"VALENCIA/VALÈNCIA";"962980100";;1;-0.512537;39.195112;"GENERALITAT VALENCIANA";"Q9655055C";"LA RIBERA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016491";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016491";
"46016518";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP FERNANDO DE LOS RÍOS";"CEIP FERNANDO DE LOS RÍOS";"PÚB.";"PLAÇA";"PALLETER";"S/N";"46100";"BURJASSOT";"VALENCIA/VALÈNCIA";"962566110";;1;-0.421128;39.513688;"GENERALITAT VALENCIANA";"Q9655441E";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016518";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016518";
"46016521";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP LA CONSTITUCIÓN";"CEIP LA CONSTITUCIÓN";"PÚB.";"AVINGUDA";"RAMÓN Y CAJAL";"14";"46930";"QUART DE POBLET";"VALENCIA/VALÈNCIA";"962566140";;1;-0.434523;39.479864;"GENERALITAT VALENCIANA";"Q9655195G";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016521";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016521";
"46016531";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP VICENTE BLASCO IBÁÑEZ";"CEIP VICENTE BLASCO IBÁÑEZ";"PÚB.";"CARRER";"GALILEO";"S/N";"46380";"CHESTE";"VALENCIA/VALÈNCIA";"961808375";;1;-0.682794;39.497078;"GENERALITAT VALENCIANA";"Q9655589A";"LA HOYA DE BUÑOL";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016531";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016531";
"46016543";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP FRANCISCO MARTÍNEZ CULLA";"CEIP FRANCISCO MARTÍNEZ CULLA";"PÚB.";"CARRER";"PADRE DAMIÁN";"S/N";"46370";"CHIVA";"VALENCIA/VALÈNCIA";"961808390";;1;-0.722458;39.475103;"GENERALITAT VALENCIANA";"Q9655593C";"LA HOYA DE BUÑOL";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016543";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016543";
"46016555";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP JUAN MANUEL MONTOYA";"CEIP JUAN MANUEL MONTOYA";"PÚB.";"CARRETERA";"PUNTA AL MAR";"75";"46024";"VALÈNCIA";"VALENCIA/VALÈNCIA";"961205485";;1;-0.33474;39.444678;"GENERALITAT VALENCIANA";"Q9655314D";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016555";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016555";
"46016567";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP VILAMAR";"CEIP VILAMAR";"PÚB.";"AVINGUDA";"ALFREDO SIMÓN";"20";"46520";"PUERTO (EL)";"VALENCIA/VALÈNCIA";"962617855";;1;-0.215006;39.666524;"GENERALITAT VALENCIANA";"Q9655312H";"EL CAMP DE MORVEDRE";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016567";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016567";
"46016579";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP MIGUEL HERNÁNDEZ";"CEIP MIGUEL HERNÁNDEZ";"PÚB.";"CARRER";"CONSTITUCIÓN";"S/N";"46900";"TORRENT";"VALENCIA/VALÈNCIA";"962566990";;1;-0.478324;39.431345;"GENERALITAT VALENCIANA";"Q9655358A";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016579";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016579";
"46016580";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP FRANCISCO GINER DE LOS RÍOS";"CEIP FRANCISCO GINER DE LOS RÍOS";"PÚB.";"PLAÇA";"GRUP PARPALLÓ";"S/N";"46015";"VALÈNCIA";"VALENCIA/VALÈNCIA";"962566020";;1;-0.401355;39.47661;"GENERALITAT VALENCIANA";"Q9655036C";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016580";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016580";
"46016609";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP AUSIÀS MARCH";"CEIP AUSIÀS MARCH";"PÚB.";"CARRER";"SAN MATEO";"5";"46980";"PATERNA";"VALENCIA/VALÈNCIA";"961205230";;1;-0.437617;39.506921;"GENERALITAT VALENCIANA";"Q9655710C";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016609";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016609";
"46016610";"CENTRO DOCENTE PRIVADO EXTRANJERO";"CENTRE DOCENT PRIVAT ESTRANGER";"CENTRE ESTRANGER HISPANO-NORTEAMERICANO, SA";"CENTRE ESTRANGER HISPANO-NORTEAMERICANO, SA";"PRIV.";"AVINGUDA";"SIERRA CALDERONA";"29";"46530";"PUÇOL";"VALENCIA/VALÈNCIA";"961405412";"961405039";1;-0.334139;39.634993;"COLEGIO HISPANO-NORTEAMERICANO, SA";"A46141792";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016610";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016610";
"46016634";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT SAN VICENTE FERRER";"CENTRE PRIVAT SAN VICENTE FERRER";"PRIV. CONC.";"AVINGUDA";"DEL PUERTO";"S/N";"46400";"CULLERA";"VALENCIA/VALÈNCIA";"961723011";"961732172";1;-0.253116;39.159164;"FUNDACIÓN FERRER-CARBONELL";"G46433215";"LA RIBERA BAIXA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016634";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016634";
"46016646";"CENTRO PRIVADO DE EDUCACIÓN ESPECIAL";"CENTRE PRIVAT D'EDUCACIÓ ESPECIAL";"CEE PRIV. EL MOLÍ";"CEE PRIV. EL MOLÍ";"PRIV. CONC.";"CARRER";"PADRE MUEDRA";"19";"46015";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963407256";;1;-0.399452;39.485669;"ASOCIACIÓN VALENCIANA DE ESPINA BÍFIDA";"G46136453";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016646";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016646";
"46016658";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT VILAVELLA";"CENTRE PRIVAT VILAVELLA";"PRIV. CONC.";"CARRER";"PADRE DIEGO MIRÓN";"1";"46009";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963479750";"963477040";1;-0.392761;39.47916;"FOMENTO DE CENTROS DE ENSEÑANZA, SA";"A28126597";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016658";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016658";05/04/2005
"46016671";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT ESCOLA GAVINA";"CENTRE PRIVAT ESCOLA GAVINA";"PRIV. CONC.";"PARTIDA";"DE LA MARTINA";"S/N";"46210";"PICANYA";"VALENCIA/VALÈNCIA";"961590594";"961591897";1;-0.443533;39.44464;"SOC. COOPERATIVA MAESTROS ESCOLA GAVINA";"F46116968";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016671";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016671";
"46016713";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES 25 D'ABRIL";"IES 25 D'ABRIL";"PÚB.";"CAMÍ";"D'ORBA";"S/N";"46910";"ALFAFAR";"VALENCIA/VALÈNCIA";"961206215";;1;-0.396184;39.417886;"GENERALITAT VALENCIANA";"Q9650019D";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016713";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016713";
"46016750";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP SANCHIS GUARNER";"CEIP SANCHIS GUARNER";"PÚB.";"CARRER";"SANTAS JUSTA Y RUFINA";"S/N";"46980";"PATERNA";"VALENCIA/VALÈNCIA";"961205070";;1;-0.453594;39.507228;"GENERALITAT VALENCIANA";"Q9655714E";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016750";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016750";
"46016762";"CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA";"CENTRE PRIVAT PROFESIONAL SOROLLA";"CENTRE PRIVAT PROFESIONAL SOROLLA";"PRIV. CONC.";"CARRER";"CARRERA MALILLA";"47";"46026";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963748161";;1;-0.379211;39.45006;"MARTÍ SOROLLA, COOPERATIVA VALENCIANA";"F46171542";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016762";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016762";
"46016774";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP COVALTA";"CEIP COVALTA";"PÚB.";"CARRER";"ROSENDO JUAN";"23";"46860";"ALBAIDA";"VALENCIA/VALÈNCIA";"962919345";;1;-0.512881;38.835713;"GENERALITAT VALENCIANA";"Q9655244C";"LA VALL D'ALBAIDA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016774";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016774";
"46016798";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP ANTONIO MACHADO";"CEIP ANTONIO MACHADO";"PÚB.";"AVINGUDA";"VIRGEN DE LOS DESAMPARADOS";"24";"46950";"XIRIVELLA";"VALENCIA/VALÈNCIA";"962566170";;1;-0.431058;39.466539;"GENERALITAT VALENCIANA";"Q9655086H";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016798";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016798";
"46016804";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA";"COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP MAS DE ESCOTO";"CEIP MAS DE ESCOTO";"PÚB.";"CARRER";"PERPINYANET";"S/N";"46190";"RIBA-ROJA DE TÚRIA";"VALENCIA/VALÈNCIA";"962718150";;1;-0.581712;39.550346;"GENERALITAT VALENCIANA";"Q9655222I";"EL CAMP DE TÚRIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016804";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016804";
"46016816";"COLEGIO DE EDUCACIÓN PRIMARIA";"COL·LEGI D'EDUCACIÓ PRIMÀRIA";"CEP REI EN JAUME";"CEP REI EN JAUME";"PÚB.";"AVINGUDA";"REI EN JAUME";"S/N";"46016";"TAVERNES BLANQUES";"VALENCIA/VALÈNCIA";"961205410";;1;-0.362376;39.503246;"GENERALITAT VALENCIANA";"Q9655339A";"L'HORTA NORD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016816";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016816";
"46016841";"CENTRO AUTOR. DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE ARTES PLÁSTICAS Y DISEÑO";"CENTRE AUT. D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS D'ARTS PLÀSTIQUES I DISSENY";"CENTRE ENS. ARTIST. PROFESSIONALS  BARREIRA ARTE Y DISEÑO";"CENTRE ENS. ARTIST. PROFESSIONALS  BARREIRA ARTE Y DISEÑO";"PRIV.";"CARRER";"SAN JACINTO";"1";"46008";"VALÈNCIA";"VALENCIA/VALÈNCIA";"961130354";"961130359";1;-0.389411;39.47549;"BARREIRA ARTE Y DISEÑO, SL";"B98136872";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016841";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016841";
"46016865";"CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA";"CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA";"CENTRE ENS. PROFESSIONALS DE MÚSICA J. BAUTISTA CABANILLES";"CENTRE ENS. PROFESSIONALS DE MÚSICA J. BAUTISTA CABANILLES";"PRIV.";"PLAÇA";"AUDITORIO MORENO GANS";"4";"46680";"ALGEMESÍ";"VALENCIA/VALÈNCIA";"962481752";;1;-0.433359;39.189974;"SOC. COOP. VAL. C. MUSICAL JOAN BAPTISTA CABANILLES";"F46688776";"LA RIBERA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016865";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016865";
"46016877";"CONSERVATORIO PROFESIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE VERT";"CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE VERT";"PÚB.";"PLAÇA";"BOSCÀ";"5";"46740";"CARCAIXENT";"VALENCIA/VALÈNCIA";"962542290";;1;-0.453143;39.122794;"GENERALITAT VALENCIANA";"S4600321F";"LA RIBERA ALTA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016877";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016877";
"46016889";"CONSERVATORIO PROFESIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA LUIS MILÁN";"CONSERVATORI PROFESSIONAL DE MÚSICA LUIS MILÁN";"PÚB.";"CARRER";"SANT AGUSTÍ";"9";"46800";"XÀTIVA";"VALENCIA/VALÈNCIA";"962280532";;1;-0.521316;38.986601;"AJUNTAMENT DE XÀTIVA";"P4614700E";"LA COSTERA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016889";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016889";
"46016968";"CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA";"CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA";"CENTRE ENS. PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER";"CENTRE ENS. PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER";"PRIV.";"CARRER";"GUILLEM DE CASTRO";"73";"46008";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963920786";"963913267";1;-0.383988;39.471377;"SOCIETAT CORAL EL MICALET";"G46001947";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016968";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016968";
"46016971";"CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE DANZA";"CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA";"CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ";"CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ";"PRIV.";"CARRER";"ALGINET";"8-10";"46010";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963622779";"963622779";1;-0.358743;39.472208;"PERSONA FÍSICA";;"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016971";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016971";
"46016981";"CONSERVATORIO PROFESIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA";"CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ ITURBI";"CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ ITURBI";"PÚB.";"AVINGUDA";"BALEARES";"36";"46023";"VALÈNCIA";"VALENCIA/VALÈNCIA";"963525478";"963370148";1;-0.352271;39.461826;"AJUNTAMENT DE VALÈNCIA";"P4625200C";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016981";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016981";
"46016993";"ESCUELA SUPERIOR DE ARTE DRAMÁTICO";"ESCOLA SUPERIOR D'ART DRAMÀTIC";"ESCOLA SUPERIOR D'ART DRAMÀTIC";"ESCOLA SUPERIOR D'ART DRAMÀTIC";"PÚB.";"CAMÍ";"DE VERA";"29";"46022";"VALÈNCIA";"VALENCIA/VALÈNCIA";"961206980";;1;-0.346831;39.48374;"GENERALITAT VALENCIANA";"Q4668012J";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46016993";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46016993";
"46017109";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA";"CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA";"CENTRE PRIVAT LES CAROLINES";"CENTRE PRIVAT LES CAROLINES";"PRIV. CONC.";"CARRER";"MORERA (URB.LLOMA DE LA VERGE,BUSTIA 42)";"5";"46220";"PICASSENT";"VALENCIA/VALÈNCIA";"961232900";;1;-0.488127;39.386619;"ESCOLA LES CAROLINES, COOPERATIVA VALENCIANA";"F46114039";"L'HORTA SUD";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46017109";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46017109";
"46017195";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES EL CLOT";"IES EL CLOT";"PÚB.";"CARRER";"JUST RAMÍREZ";"34";"46009";"VALÈNCIA";"VALENCIA/VALÈNCIA";"961205950";;1;-0.379299;39.489337;"GENERALITAT VALENCIANA";"Q9655524H";"VALENCIA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46017195";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46017195";
"46017201";"INSTITUTO DE EDUCACIÓN SECUNDARIA";"INSTITUT D'EDUCACIÓ SECUNDÀRIA";"IES JAUME I";"IES JAUME I";"PÚB.";"AVINGUDA";"ALBAIDA";"23";"46870";"ONTINYENT";"VALENCIA/VALÈNCIA";"962919305";;1;-0.597746;38.821989;"GENERALITAT VALENCIANA";"Q9655701B";"LA VALL D'ALBAIDA";"https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=46017201";"https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=46017201";
